Category,Question,Answer
HISTORY,"Aksum, centered in Ethiopia, became a great trading empire around 100 A.D. by controlling this sea",the Red Sea
HISTORY,"A kingdom of West Central Africa founded around 1390 is called this, like 2 current countries, but spelled with a K",Kongo
SCIENCE,This property allows a razor blade to float on water or mercury to gather into globules,surface tension
SCIENCE,"The pistils of most flowers have 3 main parts: the stigma, the style & this round base where egg cells are formed",the ovary
SCIENCE,His 2 laws of genetics are the law of segregation & the law of independent sssortment,(Gregor) Mendel
SCIENCE,"Of the 6 simple machines, the screw is a spiral version of this other simple machine",the inclined plane
SCIENCE,The Crab Nebula in this Zodiac constallation is the remains of the supernova of 1054 A.D.,Taurus
HISTORY,In the 1500s the Portuguese transported Angolans as slaves to this South American colony,Brazil
HISTORY,In 1969 General Siad Barre led a military coup in this country on the horn of Africa,Somalia
HISTORY,Shaka increased the population of this tribe by absorbing his defeated enemies into it,Zulu
HISTORY,This west African country takes its name from a trading empire that once included Timbuktu,Mali
LITERACY,"Many of these English Christmas songs are translations, like ""Silent Night"" from German",Carols
LITERACY,"Gilbert Adair faithfully adapted Georges Perec's novel ""A Void"", written without this vowel",E
LITERACY,"Translator Rosemary Edmonds leaves the final ""A"" off the last name of this Tolstoy title heroine",Anna Karenina
LITERACY,"2 translators of this man's ""The Satanic Verses"" were brutally attacked in July 1991",Salman Rushdie
LITERACY,Rabindranath Tagore translated his own poetry into English from this language spoken in Dhaka,Bengali
SCIENCE,"The deepest diver among these birds is the emperor species of this, which may dive to 900 feet in the Antarctic waters",penguin
SCIENCE,"A grub is this soft, thick stage of metamorphosis of flies, wasps & beetles",larva
SCIENCE,It's the fossilized resin from pine trees,amber
SCIENCE,"(Sarah of the Clue Crew in Alaska)  This bovine name is given to the process whereby huge chunks of ice break off glaciers, giving birth to icebergs",calving
SCIENCE,This cloudy atmosphere containing the nucleus of a comet may reach a diameter of 1 million miles,coma
LITERACY,"His unladylike horror story ""The Cask of Amontillado"" was first published in Godey's Lady's Book, in 1846",(Edgar Allan) Poe
LITERACY,The mock turtle sings a song about the lobster quadrille in this classic children's book,Alice's Adventures in Wonderland
LITERACY,"A scientist tests poison on his own daughter in this American author's 1840s story ""Rappaccini's Daughter""",(Nathaniel) Hawthorne
LITERACY,"""The Wept of Wish-Ton-Wish"" is this author's 1829 novel about King Philip's War",James Fenimore Cooper
LITERACY,"The title gem in this Wilkie Collins novel was once in the handle of a dagger owned by Tippoo, the sultan of Seringapatam",The Moonstone
LITERACY,In the early 1900s Argentine writers Benito Lynch & Ricardo Guiraldes wrote novels about the lives of these cowboys,the gauchos
LITERACY,"""L'art d'etre grand-pere"" is a not so miserables poetry collection by this author",Victor Hugo
LITERACY,"This Aussie's books include ""Outback"" as well as ""Schindler's List""",Thomas Keneally
LITERACY,"Jacobean who wrote the ghoulish & violent plays ""The White Devil"" & ""The Duchess of Malfi""",John Webster
LITERACY,"Czar Boris Godunov inspired an 1825 drama by this writer, Russia's equivalent of Shakespeare",Pushkin
HISTORY,"As a result of the 1967 Arab-Israel War, Israel took control of this disputed piece of land along the Mediterranean",the Gaza Strip
HISTORY,"(<a href=""http://www.j-archive.com/media/2011-05-10_DJ_07.jpg"" target=""_blank"">Kelly of the Clue Crew shows a map on the monitor.</a>)  Stretching from the Taurus Mountains in the north to the Persian Gulf in the south, with its heart between the Tigris and Euphrates rivers, is this ancient region, home to the world's first cities",Mesopotamia
HISTORY,"An anagram of the present-day capital, this city was the capital of Japan from 794 to 1868",Kyoto
HISTORY,"(<a href=""http://www.j-archive.com/media/2011-05-10_DJ_09.jpg"" target=""_blank"">Sarah of the Clue Crew shows a map on the monitor.</a>)  Germany's 1939 invasion of Poland was due largely to friction over a strip of land called the Polish Corridor; it was taken from Germany and awarded to Poland by the Versailles Treaty, giving Poland direct access to this sea",the Baltic Sea
HISTORY,"In 1999, 400 years after establishing a permanent settlement there, Portugal returned this overseas territory to China",Macao
LITERACY,"<a href=""http://www.j-archive.com/media/2009-01-01_J_06.mp3"">""I won't think of it now... I'll go home to Tara tomorrow""</a>",Scarlett O'Hara
LITERACY,"<a href=""http://www.j-archive.com/media/2009-01-01_J_07.mp3"">""We are in Transylvania; and Transylvania is not England. Our ways are not your ways""</a>",Count Dracula
LITERACY,"<a href=""http://www.j-archive.com/media/2009-01-01_J_08.mp3"">""Tom...that injun devil wouldn't make any more of drownding us than a couple of cats""</a>",Huckleberry Finn
LITERACY,"<a href=""http://www.j-archive.com/media/2009-01-01_J_09.mp3"">""Towards thee I roll, thou all-destroying bu unconquering whale; to the last I grapple with thee""</a>",Captain Ahab
LITERACY,"<a href=""http://www.j-archive.com/media/2009-01-01_J_10.mp3"">""Thou must know Pearl! Our little Pearl! Thou hast seen her,--Yes, I know it!--but thou wilt see her now with other eyes""</a>",Hester Prynne
HISTORY,In 1866 citizens of this northern city-state voted to join the Kingdom of Italy,Venice
HISTORY,"In the Middle Ages, the Ghibellines supported the Holy Roman Emperor; the Guelphs, the man in this post",the Pope
SCIENCE,"Schwarzenegger's first inaugural address pledged his governorship ""to your"" these, ""not to special"" these",interests
SCIENCE,Anthony Downs' theory of these groups has them habitually moving toward the middle to win elections,political parties
SCIENCE,The thrust of secularism in the 16th & 17th centuries was to separate politics from this,religion
SCIENCE,"""Every community is established with a view to some good"", says this ancient man's ""Politics""",Aristotle
SCIENCE,"In 1921 the black flag flew at the funeral of Peter Kropotkin, philosopher of this government-negating ideology",anarchy
LITERACY,"Alex Haley described this 1976 blockbuster as ""faction"", a combination of fact & fiction",Roots
LITERACY,"This poet & author called the first volume of her autobiography ""I Know Why the Caged Bird Sings""",Maya Angelou
LITERACY,"His autobiography ""Black Boy"" was originally the first section of a longer work called ""American Hunger""",Richard Wright
LITERACY,"Introduced in ""Devil in a Blue Dress"", Easy Rawlins is the hero of several mysteries by this author",Walter Mosley
LITERACY,"While serving time in prison, he wrote ""Soul on Ice"", a series of essays on prejudice & racism",Eldridge Cleaver
HISTORY,The 1815 Congress of Vienna guaranteed this country's traditional neutrality,Switzerland
HISTORY,"After a 20-year siege, the Turks took control of this Greek island in 1669 & held it for over 200 years",Crete
HISTORY,This country got its bill of rights 100 years before our constitution was adopted,Great Britain
HISTORY,La Scala was built by order of this Austrian empress in 1776 when Milan was ruled by Austria,Maria Teresa
HISTORY,"The name of this 19th century movement for Italian unification means ""rising again""",risorgimento
LITERACY,"In a folktale, this yummy ""man"" runs away after he is baked & is later eaten by a sly fox",Gingerbread Man
LITERACY,"In this Hans Christian Andersen story, a child observes, ""He has got nothing on at all!""","""The Emperor's New Clothes"""
LITERACY,He's the character described in the audiobook heard here (<i>He liked to sit just quietly & smell the flowers</i>),Ferdinand the Bull
LITERACY,Ichabod Crane & Brom Bones are rivals for the affections of Katrina Van Tassel in this story,"""The Legend of Sleepy Hollow"""
LITERACY,"In a 1970 Judy Blume book, this title character asked, ""Are you there God?""",Margaret
HISTORY,"Ferdinand & Isabella promised to make him ""Admiral of the Ocean Sea"" if he was successful in his 1492 voyage",Christopher Columbus
HISTORY,In 1455 Johann Fust won a judgment against this printer & took the type used to print his famous Bible,Johannes Gutenberg
HISTORY,"In 1795 Austria, Prussia & Russia partitioned this country, eliminating its existence",Poland
HISTORY,"At the death of Cardinal Mazarin in 1661, this French king declared that he would serve as his own prime minister",Louis XIV
HISTORY,This ancient north African city-state was protected by a high wall about 23 miles in length,Carthage
HISTORY,Argentina cried for her when this former actress & first lady died of cancer in 1952,Eva Peron
HISTORY,"Her findings on pesticides in the book ""Silent Spring"" sparked the environmental protection movement",Rachel Carson
HISTORY,"This 19th century woman boasted, ""I never ran my train off the track and I never lost a passenger""",Harriet Tubman
HISTORY,"King Henry VIII's first wife, Catherine of Aragon, was the daughter of this famous queen",Isabella
HISTORY,"Seen <a href=""http://www.j-archive.com/media/2000-11-10_DJ_25.jpg"" target=""_blank"">here</a>, this woman did quite a ""smashing"" job during her crusade against liquor:",Carrie Nation
HISTORY,Zenodotus of Ephesus was this ancient library's first librarian,Alexandria
SCIENCE,"Biologically speaking, something that is subcutaneous is beneath this",the skin
HISTORY,This country's 1954-1962 struggle for independence caused a million Europeans to leave it,Algeria
SCIENCE,A mixture of 2 or more metals; alnico is a magnetic one,an alloy
HISTORY,Stanley found Livingstone in this country that merged with Zanzibar in 1964,Tanganyika
SCIENCE,"In the Northern Hemisphere, the summer one of these is on June 21 or 22, the longest day of the year",the solstice
HISTORY,"450 years of Portuguese rule ended for this SE African nation when it became independent June 25, 1975",Mozambique
SCIENCE,"Matter has the ""potential"" form of this by virtue of its position or structure",energy
HISTORY,Burton & Speke explored the Nile & Mungo Park explored this West African river,the Niger
SCIENCE,"Normally, the periods of this type of sleep are short early in the night, then lengthen",REM sleep
HISTORY,"In 1271 he left Venice for the Far East with his father & uncle; 24 years later, he finally made it back home",Marco Polo
HISTORY,"On Feb. 18, 2008 the U.S. recognized this new Balkan state",Kosovo
HISTORY,"In a 1587 edict, Boris Godunov bound these to the land they worked on by forbidding their trade",serfs
HISTORY,"Cities like Copan thrived in this Mesoamerican civilization's Classic Period, until about 900",the Maya
HISTORY,"J.J. Dessalines, who bore scars from his master's whip, wanted to kill all whites on his island, now called this",Hispaniola
LITERACY,"“Men in White”, which won the Pulitzer Prize in 1934, is a Sidney Kingsley play about this profession",medicine
LITERACY,He wrote “The Bells” & “Annabel Lee” at his farmhouse in the Bronx,Edgar Allan Poe
LITERACY,In 1976 this Canadian-born author of “Herzog” won the Nobel literature prize,Saul Bellow
LITERACY,"Baltimore writer who coined the term “booboisie” & said Hoover was ""a fat Coolidge""",H.L. Mencken
LITERACY,"She published “The Member of the Wedding” as a novel in 1946, then rewrote it as a play in 1950",Carson McCullers
LITERACY,"As a medical student in this city, Chekhov wrote short stories to help support his family",Moscow
LITERACY,Devices used by a rider to urge his mount forward,Spurs
LITERACY,"His ""L'Ile mysterieuse"" , published in 1874, foresaw the submarine, the aqualung, TV & space travel",(Jules) Verne
LITERACY,"Small, slender dinosaurs of the Cretaceous period",Raptors
LITERACY,First & last name of the writer whose uncle became the president of Chile in 1970,Isabel Allende
LITERACY,A form of energy associated with the motion of atoms or molecules,the (Miami) Heat
LITERACY,"""Demian"" is a Bildungsroman by this German novelist & poet",Hermann Hesse
LITERACY,"Gallant or chivalrous knights, especially on horseback",the (Cleveland) Cavaliers
